time,on/off,note,velocity,channel
97.2500,on,52,100,2
97.5000,off,69,0,1
97.5000,off,52,0,2
97.5000,on,76,100,1
97.5000,on,50,100,2
97.7500,off,50,0,2
97.7500,on,49,100,2
98.0000,off,81,0,0
98.0000,off,49,0,2
98.0000,on,77,100,0
98.0000,on,50,100,2
98.2500,off,76,0,1
98.2500,on,69,100,1
98.5000,off,50,0,2
98.5000,off,69,0,1
98.5000,on,74,100,1
98.5000,on,53,100,2
98.7500,off,53,0,2
98.7500,on,50,100,2
99.0000,off,77,0,0
99.0000,off,74,0,1
99.0000,off,50,0,2
99.0000,on,74,100,0
99.0000,on,58,100,2
99.2500,on,65,100,1
99.5000,off,58,0,2
99.5000,off,65,0,1
99.5000,on,70,100,1
99.5000,on,55,100,2
99.7500,off,55,0,2
99.7500,on,52,100,2
100.0000,off,74,0,0
100.0000,off,52,0,2
100.0000,on,73,100,0
100.0000,on,57,100,2
100.2500,off,70,0,1
100.2500,on,64,100,1
100.5000,off,64,0,1
100.5000,on,69,100,1
100.7500,off,57,0,2
100.7500,on,65,100,2
101.0000,off,73,0,0
101.0000,off,65,0,2
101.0000,on,74,100,0
101.0000,on,59,100,2
101.2500,off,69,0,1
101.2500,on,67,100,1
101.5000,off,74,0,0
101.5000,off,59,0,2
101.5000,off,67,0,1
101.5000,on,76,100,0
101.5000,on,65,100,1
101.5000,on,61,100,2
101.7500,off,65,0,1
101.7500,on,64,100,1
102.0000,off,76,0,0
102.0000,off,61,0,2
102.0000,off,64,0,1
102.0000,on,77,100,0
102.0000,on,62,100,1
102.0000,on,62,100,2
102.2500,off,62,0,1
102.2500,on,69,100,1
102.5000,off,62,0,2
102.5000,off,69,0,1
102.5000,on,74,100,1
102.5000,on,59,100,2
102.7500,off,74,0,1
102.7500,off,59,0,2
102.7500,on,71,100,1
102.7500,on,55,100,2
103.0000,off,71,0,1
103.0000,off,55,0,2
103.0000,on,67,100,1
103.0000,on,60,100,2
103.2500,off,77,0,0
103.2500,off,67,0,1
103.2500,on,79,100,0
103.2500,on,64,100,1
103.5000,off,60,0,2
103.5000,off,79,0,0
103.5000,off,64,0,1
103.5000,on,77,100,0
103.5000,on,72,100,1
103.5000,on,57,100,2
103.7500,off,77,0,0
103.7500,off,57,0,2
103.7500,on,76,100,0
103.7500,on,53,100,2
104.0000,off,76,0,0
104.0000,off,53,0,2
104.0000,on,74,100,0
104.0000,on,58,100,2
104.2500,off,58,0,2
104.2500,on,62,100,2
104.5000,off,72,0,1
104.5000,off,62,0,2
104.5000,on,70,100,1
104.5000,on,67,100,2
104.7500,off,74,0,0
104.7500,on,76,100,0
105.0000,off,70,0,1
105.0000,off,76,0,0
105.0000,on,73,100,0
105.0000,on,69,100,1
105.2500,off,67,0,2
105.2500,on,64,100,2
105.5000,off,73,0,0
105.5000,off,64,0,2
105.5000,on,74,100,0
105.5000,on,65,100,2
105.7500,off,74,0,0
105.7500,on,77,100,0
106.0000,off,69,0,1
106.0000,off,77,0,0
106.0000,on,70,100,0
106.0000,on,67,100,1
106.2500,off,65,0,2
106.2500,on,65,100,2
106.5000,off,65,0,2
106.5000,on,64,100,2
106.7500,off,67,0,1
106.7500,off,64,0,2
106.7500,on,65,100,1
106.7500,on,62,100,2
107.0000,off,65,0,1
107.0000,off,62,0,2
107.0000,on,64,100,1
107.0000,on,61,100,2
107.2500,off,70,0,0
107.2500,on,70,100,0
107.5000,off,70,0,0
107.5000,on,69,100,0
107.7500,off,69,0,0
107.7500,on,67,100,0
108.0000,off,61,0,2
108.0000,off,67,0,0
108.0000,on,65,100,0
108.0000,on,62,100,2
108.2500,off,62,0,2
108.2500,on,60,100,2
108.5000,off,64,0,1
108.5000,off,60,0,2
108.5000,on,62,100,1
108.5000,on,58,100,2
108.7500,off,62,0,1
108.7500,off,58,0,2
108.7500,on,61,100,1
108.7500,on,57,100,2
109.0000,off,65,0,0
109.0000,off,61,0,1
109.0000,off,57,0,2
109.0000,on,70,100,0
109.0000,on,62,100,1
109.0000,on,55,100,2
109.2500,off,55,0,2
109.2500,on,57,100,2
109.5000,off,62,0,1
109.5000,off,57,0,2
109.5000,on,67,100,1
109.5000,on,58,100,2
109.7500,off,58,0,2
109.7500,on,60,100,2
110.0000,off,70,0,0
110.0000,off,60,0,2
110.0000,on,69,100,0
110.0000,on,62,100,2
110.0000,on,50,100,3
110.2500,off,62,0,2
110.2500,on,57,100,2
110.5000,off,57,0,2
110.5000,on,62,100,2
110.7500,off,67,0,1
110.7500,on,65,100,1
111.0000,off,50,0,3
111.0000,off,65,0,1
111.0000,on,64,100,1
111.0000,on,57,100,3
111.2500,off,62,0,2
111.2500,on,59,100,2
111.5000,off,69,0,0
111.5000,off,59,0,2
111.5000,on,76,100,0
111.5000,on,61,100,2
111.7500,off,64,0,1
111.7500,on,64,100,1
112.0000,off,57,0,3
112.0000,off,64,0,1
112.0000,on,69,100,1
112.0000,on,53,100,3
112.2500,off,76,0,0
112.2500,off,61,0,2
112.2500,on,73,100,0
112.2500,on,64,100,2
112.5000,off,73,0,0
112.5000,off,64,0,2
112.5000,on,74,100,0
112.5000,on,57,100,2
112.7500,off,74,0,0
112.7500,off,57,0,2
112.7500,on,76,100,0
112.7500,on,61,100,2
113.0000,off,53,0,3
113.0000,off,76,0,0
113.0000,off,61,0,2
113.0000,on,77,100,0
113.0000,on,62,100,2
113.0000,on,50,100,3
113.2500,off,77,0,0
113.2500,on,74,100,0
113.5000,off,69,0,1
113.5000,off,62,0,2
113.5000,off,74,0,0
113.5000,on,79,100,0
113.5000,on,67,100,1
113.5000,on,58,100,2
113.7500,off,67,0,1
113.7500,off,58,0,2
113.7500,on,70,100,1
113.7500,on,55,100,2
114.0000,off,50,0,3
114.0000,off,70,0,1
114.0000,off,55,0,2
114.0000,on,69,100,1
114.0000,on,52,100,2
114.0000,on,49,100,3
114.2500,off,79,0,0
114.2500,on,76,100,0
114.5000,off,76,0,0
114.5000,on,81,100,0
114.7500,off,81,0,0
114.7500,on,79,100,0
115.0000,off,52,0,2
115.0000,off,49,0,3
115.0000,off,79,0,0
115.0000,on,77,100,0
115.0000,on,53,100,2
115.0000,on,50,100,3
115.2500,off,69,0,1
115.2500,off,77,0,0
115.2500,on,76,100,0
115.2500,on,67,100,1
115.5000,off,53,0,2
115.5000,off,50,0,3
115.5000,off,76,0,0
115.5000,off,67,0,1
115.5000,on,74,100,0
115.5000,on,65,100,1
115.5000,on,55,100,2
115.5000,on,52,100,3
115.7500,off,74,0,0
115.7500,off,65,0,1
115.7500,on,73,100,0
115.7500,on,64,100,1
116.0000,off,55,0,2
116.0000,off,52,0,3
116.0000,off,73,0,0
116.0000,off,64,0,1
116.0000,on,74,100,0
116.0000,on,62,100,1
116.0000,on,57,100,2
116.0000,on,53,100,3
116.2500,off,74,0,0
116.2500,on,72,100,0
116.5000,off,72,0,0
116.5000,on,70,100,0
116.7500,off,70,0,0
116.7500,on,69,100,0
117.0000,off,57,0,2
117.0000,off,69,0,0
117.0000,on,67,100,0
117.0000,on,59,100,2
117.2500,off,53,0,3
117.2500,on,55,100,3
117.5000,off,62,0,1
117.5000,off,59,0,2
117.5000,off,55,0,3
117.5000,on,64,100,1
117.5000,on,61,100,2
117.5000,on,53,100,3
117.7500,off,53,0,3
117.7500,on,52,100,3
118.0000,off,64,0,1
118.0000,off,61,0,2
118.0000,off,52,0,3
118.0000,on,57,100,1
118.0000,on,62,100,2
118.0000,on,50,100,3
118.2500,off,67,0,0
118.2500,on,64,100,0
118.5000,off,57,0,1
118.5000,off,62,0,2
118.5000,off,64,0,0
118.5000,on,65,100,0
118.7500,off,65,0,0
118.7500,on,62,100,0
119.0000,off,62,0,0
119.0000,on,69,100,0
119.2500,off,50,0,3
119.2500,on,51,100,3
119.5000,off,51,0,3
119.5000,on,63,100,1
119.5000,on,54,100,2
119.5000,on,50,100,3
119.7500,off,50,0,3
119.7500,on,48,100,3
120.0000,off,63,0,1
120.0000,off,54,0,2
120.0000,off,48,0,3
120.0000,on,62,100,1
120.0000,on,55,100,2
120.0000,on,46,100,3
120.2500,off,69,0,0
120.2500,off,55,0,2
120.2500,on,66,100,0
120.2500,on,57,100,2
120.5000,off,66,0,0
120.5000,off,57,0,2
120.5000,on,67,100,0
120.5000,on,58,100,2
120.7500,off,67,0,0
120.7500,on,70,100,0
121.0000,off,62,0,1
121.0000,off,58,0,2
121.0000,off,70,0,0
121.0000,on,72,100,0
121.2500,off,46,0,3
121.2500,on,48,100,3
121.5000,off,48,0,3
121.5000,on,66,100,1
121.5000,on,60,100,2
121.5000,on,46,100,3
121.7500,off,46,0,3
121.7500,on,45,100,3
122.0000,off,66,0,1
122.0000,off,60,0,2
122.0000,off,45,0,3
122.0000,on,67,100,1
122.0000,on,62,100,2
122.0000,on,43,100,3
122.2500,off,72,0,0
122.2500,off,67,0,1
122.2500,on,69,100,0
122.2500,on,66,100,1
122.5000,off,69,0,0
122.5000,off,66,0,1
122.5000,on,70,100,0
122.5000,on,67,100,1
122.7500,off,70,0,0
122.7500,on,74,100,0
123.0000,off,62,0,2
123.0000,off,67,0,1
123.0000,off,74,0,0
123.0000,on,75,100,0
123.2500,on,55,100,2
123.5000,off,43,0,3
123.5000,off,75,0,0
123.5000,on,74,100,0
123.5000,on,70,100,1
123.5000,on,43,100,3
123.7500,off,55,0,2
123.7500,on,53,100,2
124.0000,off,74,0,0
124.0000,off,53,0,2
124.0000,on,73,100,0
124.0000,on,52,100,2
124.2500,off,70,0,1
124.2500,on,69,100,1
124.5000,off,73,0,0
124.5000,off,69,0,1
124.5000,on,81,100,0
124.5000,on,77,100,1
124.7500,off,77,0,1
124.7500,on,74,100,1
125.0000,off,52,0,2
125.0000,off,74,0,1
125.0000,on,71,100,1
125.2500,off,81,0,0
125.2500,on,74,100,0
125.5000,off,71,0,1
125.5000,off,74,0,0
125.5000,on,79,100,0
125.5000,on,76,100,1
125.7500,off,76,0,1
125.7500,on,73,100,1
126.0000,off,73,0,1
126.0000,on,69,100,1
126.2500,off,79,0,0
126.2500,on,73,100,0
126.5000,off,69,0,1
126.5000,off,73,0,0
126.5000,on,77,100,0
126.5000,on,74,100,1
126.5000,on,53,100,2
126.7500,off,74,0,1
126.7500,off,53,0,2
126.7500,on,69,100,1
126.7500,on,50,100,2
127.0000,off,69,0,1
127.0000,off,50,0,2
127.0000,on,70,100,1
127.0000,on,55,100,2
127.2500,off,77,0,0
127.2500,on,74,100,0
127.5000,off,74,0,0
127.5000,on,76,100,0
127.7500,off,70,0,1
127.7500,off,55,0,2
127.7500,on,67,100,1
127.7500,on,49,100,2
128.0000,off,67,0,1
128.0000,off,49,0,2
128.0000,on,69,100,1
128.0000,on,53,100,2
128.2500,off,76,0,0
128.2500,on,73,100,0
128.5000,off,73,0,0
128.5000,on,74,100,0
128.7500,off,69,0,1
128.7500,off,53,0,2
128.7500,on,65,100,1
128.7500,on,50,100,2
129.0000,off,65,0,1
129.0000,off,50,0,2
129.0000,on,64,100,1
129.0000,on,57,100,2
129.2500,off,74,0,0
129.2500,on,71,100,0
129.5000,off,43,0,3
129.5000,off,71,0,0
129.5000,on,72,100,0
129.5000,on,45,100,3
129.7500,off,64,0,1
129.7500,on,67,100,1
130.0000,off,57,0,2
130.0000,off,45,0,3
130.0000,off,67,0,1
130.0000,on,66,100,1
130.0000,on,50,100,2
130.0000,on,46,100,3
130.2500,off,66,0,1
130.2500,on,62,100,1
130.5000,off,72,0,0
130.5000,off,50,0,2
130.5000,off,62,0,1
130.5000,on,70,100,0
130.5000,on,67,100,1
130.5000,on,62,100,2
130.7500,off,46,0,3
130.7500,on,43,100,3
131.0000,off,70,0,0
131.0000,off,43,0,3
131.0000,on,69,100,0
131.0000,on,50,100,3
131.2500,off,67,0,1
131.2500,on,64,100,1
131.5000,off,62,0,2
131.5000,off,64,0,1
131.5000,on,65,100,1
131.5000,on,57,100,2
131.7500,off,69,0,0
131.7500,off,57,0,2
131.7500,on,69,100,0
131.7500,on,53,100,2
132.0000,off,69,0,0
132.0000,off,53,0,2
132.0000,on,74,100,0
132.0000,on,58,100,2
132.2500,off,50,0,3
132.2500,off,65,0,1
132.2500,off,74,0,0
132.2500,on,77,100,0
132.2500,on,74,100,1
132.2500,on,46,100,3
132.5000,off,77,0,0
132.5000,off,74,0,1
132.5000,off,46,0,3
132.5000,on,76,100,0
132.5000,on,72,100,1
132.5000,on,48,100,3
132.7500,off,76,0,0
132.7500,on,79,100,0
133.0000,off,48,0,3
133.0000,off,79,0,0
133.0000,on,77,100,0
133.0000,on,53,100,3
133.2500,off,58,0,2
133.2500,off,77,0,0
133.2500,on,76,100,0
133.2500,on,56,100,2
133.5000,off,76,0,0
133.5000,off,56,0,2
133.5000,on,74,100,0
133.5000,on,57,100,2
133.7500,off,72,0,1
133.7500,on,72,100,1
134.0000,off,57,0,2
134.0000,off,72,0,1
134.0000,on,70,100,1
134.0000,on,62,100,2
134.2500,off,53,0,3
134.2500,off,74,0,0
134.2500,off,70,0,1
134.2500,on,77,100,0
134.2500,on,69,100,1
134.2500,on,50,100,3
134.5000,off,69,0,1
134.5000,off,50,0,3
134.5000,on,68,100,1
134.5000,on,52,100,3
134.7500,off,77,0,0
134.7500,on,76,100,0
135.0000,off,68,0,1
135.0000,off,52,0,3
135.0000,off,76,0,0
135.0000,on,77,100,0
135.0000,on,69,100,1
135.0000,on,57,100,3
135.2500,off,62,0,2
135.2500,off,77,0,0
135.2500,on,74,100,0
135.2500,on,59,100,2
135.5000,off,74,0,0
135.5000,off,59,0,2
135.5000,on,76,100,0
135.5000,on,60,100,2
135.7500,off,69,0,1
135.7500,on,64,100,1
136.0000,off,60,0,2
136.0000,off,64,0,1
136.0000,on,69,100,1
136.0000,on,65,100,2
136.2500,off,57,0,3
136.2500,off,76,0,0
136.2500,on,74,100,0
136.2500,on,53,100,3
136.5000,off,69,0,1
136.5000,off,74,0,0
136.5000,off,53,0,3
136.5000,on,72,100,0
136.5000,on,67,100,1
136.5000,on,55,100,3
136.7500,off,72,0,0
136.7500,on,71,100,0
137.0000,off,55,0,3
137.0000,off,71,0,0
137.0000,on,72,100,0
137.0000,on,60,100,3
137.2500,off,65,0,2
137.2500,on,62,100,2
137.5000,off,62,0,2
137.5000,on,63,100,2
137.7500,off,67,0,1
137.7500,off,72,0,0
137.7500,on,81,100,0
137.7500,on,72,100,1
138.0000,off,63,0,2
138.0000,off,81,0,0
138.0000,off,72,0,1
138.0000,on,79,100,0
138.0000,on,69,100,1
138.0000,on,62,100,2
138.2500,off,60,0,3
138.2500,off,79,0,0
138.2500,on,78,100,0
138.2500,on,57,100,3
138.5000,off,69,0,1
138.5000,off,78,0,0
138.5000,off,57,0,3
138.5000,on,79,100,0
138.5000,on,67,100,1
138.5000,on,58,100,3
138.7500,off,79,0,0
138.7500,on,82,100,0
139.0000,off,62,0,2
139.0000,off,82,0,0
139.0000,on,73,100,0
139.0000,on,64,100,2
139.5000,off,67,0,1
139.5000,off,58,0,3
139.5000,off,73,0,0
139.5000,off,64,0,2
141.0000,on,74,100,0
141.0000,on,69,100,1
141.0000,on,65,100,2
141.0000,on,57,100,3
141.5000,off,74,0,0
141.5000,off,69,0,1
141.5000,off,65,0,2
141.5000,off,57,0,3
143.0000,on,74,100,0
143.0000,on,71,100,1
143.0000,on,65,100,2
143.0000,on,56,100,3
144.0000,off,71,0,1
144.0000,off,56,0,3
144.0000,on,69,100,1
144.0000,on,57,100,3
144.5000,off,65,0,2
144.5000,on,64,100,2
144.7500,off,64,0,2
144.7500,on,62,100,2
145.0000,off,62,0,2
145.0000,on,64,100,2
145.2500,off,74,0,0
145.2500,on,71,100,0
145.5000,off,57,0,3
145.5000,off,64,0,2
145.5000,off,71,0,0
145.5000,on,73,100,0
145.5000,on,45,100,3
145.7500,off,69,0,1
145.7500,on,67,100,1
146.0000,off,73,0,0
146.0000,off,45,0,3
146.0000,off,67,0,1
146.0000,on,74,100,0
146.0000,on,66,100,1
146.0000,on,57,100,2
146.0000,on,50,100,3
146.2500,off,66,0,1
146.2500,on,67,100,1
146.5000,off,67,0,1
146.5000,on,69,100,1
146.7500,off,74,0,0
146.7500,on,72,100,0
147.0000,off,57,0,2
147.0000,off,72,0,0
147.0000,on,70,100,0
147.0000,on,62,100,2
147.2500,off,69,0,1
147.2500,on,67,100,1
147.5000,off,67,0,1
147.5000,on,72,100,1
147.7500,off,70,0,0
147.7500,on,69,100,0
148.0000,off,62,0,2
148.0000,off,69,0,0
148.0000,on,62,100,0
148.0000,on,58,100,2
148.2500,off,72,0,1
148.2500,on,66,100,1
148.5000,off,66,0,1
148.5000,on,67,100,1
148.7500,off,67,0,1
148.7500,on,70,100,1
149.0000,off,62,0,0
149.0000,off,58,0,2
149.0000,off,70,0,1
149.0000,on,63,100,1
149.0000,on,55,100,2
149.2500,on,67,100,0
149.5000,off,67,0,0
149.5000,on,69,100,0
149.7500,off,69,0,0
149.7500,on,72,100,0
150.0000,off,63,0,1
150.0000,off,55,0,2
150.0000,on,62,100,1
150.0000,on,54,100,2
150.2500,off,72,0,0
150.2500,on,70,100,0
150.5000,off,62,0,1
150.5000,off,70,0,0
150.5000,on,72,100,0
150.5000,on,57,100,1
150.7500,off,72,0,0
150.7500,on,75,100,0
151.0000,off,54,0,2
151.0000,off,57,0,1
151.0000,on,58,100,1
151.0000,on,55,100,2
151.2500,off,75,0,0
151.2500,on,74,100,0
151.5000,off,58,0,1
151.5000,off,55,0,2
151.5000,off,74,0,0
151.5000,on,78,100,0
151.5000,on,60,100,1
151.5000,on,57,100,2
151.7500,off,78,0,0
151.7500,on,81,100,0
152.0000,off,60,0,1
152.0000,off,57,0,2
152.0000,on,62,100,1
152.0000,on,58,100,2
152.2500,off,81,0,0
152.2500,on,79,100,0
152.3750,off,79,0,0
152.3750,on,81,100,0
152.5000,off,62,0,1
152.5000,off,81,0,0
152.5000,on,82,100,0
152.5000,on,55,100,1
152.7500,off,82,0,0
152.7500,on,73,100,0
153.0000,off,73,0,0
153.0000,on,74,100,0
153.2500,off,58,0,2
153.2500,off,55,0,1
153.2500,on,70,100,1
153.2500,on,62,100,2
153.5000,off,70,0,1
153.5000,off,62,0,2
153.5000,on,69,100,1
153.5000,on,60,100,2
153.7500,off,69,0,1
153.7500,off,60,0,2
153.7500,on,67,100,1
153.7500,on,58,100,2
154.0000,off,58,0,2
154.0000,on,57,100,2
154.2500,off,67,0,1
154.2500,on,66,100,1
154.5000,off,57,0,2
154.5000,off,66,0,1
154.5000,on,64,100,1
154.5000,on,57,100,2
154.7500,off,64,0,1
154.7500,on,67,100,1
155.0000,off,67,0,1
155.0000,on,66,100,1
156.0000,off,50,0,3
156.0000,off,74,0,0
156.0000,off,57,0,2
156.0000,off,66,0,1
